construction,RPLY1_cured_angle,RBELT1_cured_angle,RBELT2_cured_angle,RPLY2_cured_angle,Curing Width_UDMSIteration,Rim Width_UDMSIteration,Tread Arc Radius 1,Belt Width 1,Belt Width 2,Rim Diameter,Section Height,Shoulder Radius,Cavity Outer Diameter,Cavity Section Width,inflation,Inner Perimeter,Apex Ending,Minimum Side Wall gauge,Base Gauge at Centre,Cap Thickness at centre,Non Skid Depth,Ply turnup height 1,Ply turnup height 2,Total Center Guage,Total Rubber Guage at Shoulder,Total Shoulder Gauge,size,Section Ratio,Belt_Angle_Difference,Belt_Width_Difference,RPLY1_epi,RBELT1_epi,RBELT2_epi,RCAPPLY_epi,RPLY2_epi,RPLY1_denier,RBELT1_denier,RBELT2_denier,RCAPPLY_denier,RPLY2_denier,Aspect_ratio
1+0,90,24,-26,Not Applicable,6,5,355.82,136.903,125.503,14,116.78,98.338,583.98,191,180,354.609,40.712,2.501,2.5,0.017,6.963,45,0,14.59,0,5.058,175/65R14,0.611413613,50,11.4,25,22,22,20,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+0,90,24,-26,Not Applicable,6,5,355.82,136.903,125.503,14,116.78,98.338,583.98,191,210,354.609,40.712,2.501,2.5,0.017,6.963,45,0,14.59,0,5.058,175/65R14,0.611413613,50,11.4,25,22,22,20,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,-86,25,-24,Not Applicable,7,6.5,500,162.668,150.376,16,130.88,61.505,662,226.708,210,421.463,32.1,2.713,3.149,6.955,7.725,0,0,14.83,0,5.891,215/60R16,0.577306491,49,12.292,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,-87,26,-26,Not Applicable,6,5.5,400,130.501,119.479,15,158.01,22.957,689.94,199,180,433.07,48.391,3.017,2.5,7.8,7.774,0,0,15.32,7.24,15.483,195/80R15,0.794020101,52,11.022,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,80
1+SL,-87,26,-26,Not Applicable,6,5.5,400,130.501,119.479,15,158.01,22.957,689.94,199,210,433.07,48.391,3.017,2.5,7.8,7.774,0,0,15.32,7.24,15.483,195/80R15,0.794020101,52,11.022,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,80
1+0,90,25,-24,Not Applicable,5,4,350,113.508,103.893,12,104.76,54.136,507.98,156.977,210,296.944,32.714,3.006,1.5,9.5,7.986,50,0,16.65,0,8.579,145/70R12,0.667358912,49,9.615,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
2+0,90,24,-24,90,6.5,7,730.57,152.932,140.97,17,118.84,30.028,667,219.999,250,406.436,31.705,3.486,3,6,0,51,21,14.75,5.791,12.803,215/55R17,0.540184274,48,11.962,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
1+0,90,22,-22,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,44,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,26,-24,Not Applicable,6.5,5.5,300,146.068,134.355,15,122.69,0,619.98,201.998,180,0,33.69,0,2.5,0.014,7.975,0,0,0,0,0,185/65R15,0.607382251,50,11.713,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+SL,90,26,-24,Not Applicable,6.5,5.5,300,146.068,134.355,15,122.69,0,619.98,201.998,210,0,33.69,0,2.5,0.014,7.975,0,0,0,0,0,185/65R15,0.607382251,50,11.713,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,20,-20,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,180,358.843,34.58,2.525,2,7,6.984,50,0,13.39,6.384,12.669,185/60R15,0.566722057,40,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,20,-20,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,210,358.843,34.58,2.525,2,7,6.984,50,0,13.39,6.384,12.669,185/60R15,0.566722057,40,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,20,-20,Not Applicable,7,6,500,137.497,125.815,15,113.91,30,601.98,200.998,220,358.843,34.58,2.525,2,7,6.984,50,0,13.39,6.384,12.669,185/60R15,0.566722057,40,11.682,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
2+0,90,25,-25,90,7.5,7,500,183.255,165.218,17,119.75,38.88,669,229.994,210,400.99,42.044,3.605,1.978,7.322,7.839,56.27,22.384,15.43,5.227,12.78,215/55R17,0.520665756,50,18.037,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,500,183.255,165.218,17,119.75,38.88,669,229.994,250,400.99,42.044,3.605,1.978,7.322,7.839,56.27,22.384,15.43,5.227,12.78,215/55R17,0.520665756,50,18.037,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,90,22,-22,Not Applicable,6.5,6,450,143.431,131.804,15,113.91,30,601.98,200.972,180,361.47,34.359,3.013,2.2,7,6.979,60,0,13.77,6.627,13.194,185/60R15,0.566795374,44,11.627,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,22,-22,Not Applicable,6.5,6,450,143.431,131.804,15,113.91,30,601.98,200.972,210,361.47,34.359,3.013,2.2,7,6.979,60,0,13.77,6.627,13.194,185/60R15,0.566795374,44,11.627,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,22,-22,Not Applicable,6.5,6,450,143.431,131.804,15,113.91,30,601.98,200.972,220,361.47,34.359,3.013,2.2,7,6.979,60,0,13.77,6.627,13.194,185/60R15,0.566795374,44,11.627,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,22,-22,Not Applicable,7,6.5,640,169.369,157.289,17,127.77,51.81,685.8,224.794,210,419.509,32.797,2.233,2.5,6.73,7.096,55,0,14.22,0,7.653,215/60R17,0.568387057,44,12.08,25,22,22,20,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,60
1+0,90,22,-22,Not Applicable,7,6.5,640,169.369,157.289,17,127.77,51.81,685.8,224.794,240,419.509,32.797,2.233,2.5,6.73,7.096,55,0,14.22,0,7.653,215/60R17,0.568387057,44,12.08,25,22,22,20,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,60
1+SL,90,26,-26,Not Applicable,6,5.5,450,142.659,131.351,15,122.46,21.992,618.98,199.997,200,380.074,25.762,2.515,2.5,7,6.979,0,0,14.42,5.941,13.806,185/65R15,0.612309185,52,11.308,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,142.659,131.351,15,122.46,21.992,618.98,199.997,210,380.074,25.762,2.515,2.5,7,6.979,0,0,14.42,5.941,13.806,185/65R15,0.612309185,52,11.308,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
2+0,90,22,-22,90,8,7,750,174.508,162.768,17,118.64,30.161,667,237.958,250,407.891,46.23,2.55,3.208,5.792,6.984,60,24.999,14.94,5.901,13.072,215/55R17,0.498575379,44,11.74,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,23,-26,90,8,7,750,169.595,157.824,17,118.73,29.98,666.98,237.992,210,407.748,38.656,3.491,1.902,7,6.993,51,38.746,14.75,6.066,12.805,215/55R17,0.498882315,49,11.771,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,23,-26,90,8,7,750,169.595,157.824,17,118.73,29.98,666.98,237.992,250,407.748,38.656,3.491,1.902,7,6.993,51,38.746,14.75,6.066,12.805,215/55R17,0.498882315,49,11.771,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,-24,26,90,8.5,7.5,924,195.728,183.905,18,152.94,20.005,761,269.984,180,493.741,47.448,3.995,3,8.4,8.371,90,45,18.48,9.945,18.376,255/60R18,0.566478014,-50,11.823,28,16,16,25,28,1000,NA,NA,1260,28,60
2+0,90,-24,26,90,8.5,7.5,924,195.728,183.905,18,152.94,20.005,761,269.984,210,493.741,47.448,3.995,3,8.4,8.371,90,45,18.48,9.945,18.376,255/60R18,0.566478014,-50,11.823,28,16,16,25,28,1000,NA,NA,1260,28,60
1+0,90,25,-24,Not Applicable,7,6.5,500,163.927,154.706,16,130.78,0,664,226.712,210,0,33.108,0,3.33,6.475,7.877,59.233,0,0,0,0,215/60R16,0.576855217,49,9.221,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,23,-23,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,180,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,46,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,23,-23,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,210,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,46,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,23,-23,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,230,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,46,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,23,-23,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,240,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,46,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
2+0,90,28,-26,90,8.5,7.5,599.65,197.724,186.554,18,156.98,57.13,769,275.999,180,503.497,46.304,3.463,2.595,8.522,8.587,87.946,31.215,16.95,7.822,14.777,265/60R18,0.568770177,54,11.17,29,18,18,25,29,1500,NA,NA,1260,29,60
2+0,90,28,-26,90,8.5,7.5,599.65,197.724,186.554,18,156.98,57.13,769,275.999,200,503.497,46.304,3.463,2.595,8.522,8.587,87.946,31.215,16.95,7.822,14.777,265/60R18,0.568770177,54,11.17,29,18,18,25,29,1500,NA,NA,1260,29,60
2+0,90,28,-26,90,8.5,7.5,599.65,197.724,186.554,18,156.98,57.13,769,275.999,210,503.497,46.304,3.463,2.595,8.522,8.587,87.946,31.215,16.95,7.822,14.777,265/60R18,0.568770177,54,11.17,29,18,18,25,29,1500,NA,NA,1260,29,60
2+0,90,28,-28,90,7.5,7,500.03,174.258,162.532,17,119.62,38.7,669,229.972,210,405.365,36.056,2.547,3.57,5.73,7.777,50,15,15.05,4.971,11.86,215/55R17,0.520150279,56,11.726,28,18,18,20,28,1000,NA,NA,840,28,55
2+0,90,28,-28,90,7.5,7,500.03,174.258,162.532,17,119.62,38.7,669,229.972,250,405.365,36.056,2.547,3.57,5.73,7.777,50,15,15.05,4.971,11.86,215/55R17,0.520150279,56,11.726,28,18,18,20,28,1000,NA,NA,840,28,55
1+SL,87,24,-24,Not Applicable,7,6,450.46,137.516,126.495,16,119.7,35.121,638,214.988,200,381.858,43.781,2.816,4.553,6.12,5.491,0,0,15.35,6.017,13.359,195/60R16,0.556775262,48,11.021,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,87,24,-24,Not Applicable,7,6,450.46,137.516,126.495,16,119.7,35.121,638,214.988,210,381.858,43.781,2.816,4.553,6.12,5.491,0,0,15.35,6.017,13.359,195/60R16,0.556775262,48,11.021,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,-89,24,-25,-89,5.5,5,400,137.161,125.216,15,107.21,31.5,588.96,187.721,180,347.346,40.019,2.604,2.5,7.1,7.08,58.503,19.766,15.72,5.829,13.726,175/60R15,0.571113514,49,11.945,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,137.161,125.216,15,107.21,31.5,588.96,187.721,210,347.346,40.019,2.604,2.5,7.1,7.08,58.503,19.766,15.72,5.829,13.726,175/60R15,0.571113514,49,11.945,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,137.161,125.216,15,107.21,31.5,588.96,187.721,220,347.346,40.019,2.604,2.5,7.1,7.08,58.503,19.766,15.72,5.829,13.726,175/60R15,0.571113514,49,11.945,28,18,18,20,28,1000,NA,NA,840,28,60
1+0,90,25,-24,Not Applicable,6.5,6.5,500,162.018,152.523,16,130.88,63.975,662,226.697,210,425.833,32.458,2.978,3.478,6.542,7.749,66.408,0,14.77,0,4.703,215/60R16,0.577334504,49,9.495,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,-24,26,90,8.5,7.5,650,191.292,179.551,18,167.13,93.758,789,266.496,180,514.815,50.03,3.512,2.5,8.675,8.493,60,50.091,17.25,0,7.472,255/65R18,0.627138869,-50,11.741,29,22,22,20,29,1500,2x0p3HT,2x0p3HT,840,29,65
2+0,90,-24,26,90,8.5,7.5,650,191.292,179.551,18,167.13,93.758,789,266.496,210,514.815,50.03,3.512,2.5,8.675,8.493,60,50.091,17.25,0,7.472,255/65R18,0.627138869,-50,11.741,29,22,22,20,29,1500,2x0p3HT,2x0p3HT,840,29,65
2+0,90,-24,26,90,8.5,7.5,650,191.292,179.551,18,167.13,93.758,789,266.496,220,514.815,50.03,3.512,2.5,8.675,8.493,60,50.091,17.25,0,7.472,255/65R18,0.627138869,-50,11.741,29,22,22,20,29,1500,2x0p3HT,2x0p3HT,840,29,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,180,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,200,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,26,-26,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,210,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,52,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+0,90,23,-23,Not Applicable,6.5,6,500,137.707,125.91,15,113.78,30,601.98,201,180,368.239,33.736,2.206,2,7,6.98,50,0,13.39,6.178,12.44,185/60R15,0.566069652,46,11.797,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,6.5,6,500,137.707,125.91,15,113.78,30,601.98,201,210,368.239,33.736,2.206,2,7,6.98,50,0,13.39,6.178,12.44,185/60R15,0.566069652,46,11.797,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,6.5,6,500,137.707,125.91,15,113.78,30,601.98,201,220,368.239,33.736,2.206,2,7,6.98,50,0,13.39,6.178,12.44,185/60R15,0.566069652,46,11.797,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
2+0,90,25,-25,90,8,7,628.25,174.508,162.768,17,118.74,65.181,667,237.958,250,407.891,46.23,2.55,3,6,0,60,24.999,14.94,4.16,9.867,215/55R17,0.498995621,50,11.74,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,90,23,-23,Not Applicable,6.5,6,499.95,137.313,125.886,15,113.91,30,601.98,198.999,180,365.193,33.875,2.209,2,6.8,6.781,50,0,13.19,6.202,12.519,185/60R15,0.572414937,46,11.427,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,6.5,6,499.95,137.313,125.886,15,113.91,30,601.98,198.999,210,365.193,33.875,2.209,2,6.8,6.781,50,0,13.19,6.202,12.519,185/60R15,0.572414937,46,11.427,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,6.5,6,499.95,137.313,125.886,15,113.91,30,601.98,198.999,220,365.193,33.875,2.209,2,6.8,6.781,50,0,13.19,6.202,12.519,185/60R15,0.572414937,46,11.427,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+SL,-86,25,-24,Not Applicable,7,6.5,500,162.928,150.02,16,130.88,0,662,226.707,210,0,32.507,0,3.149,6.955,7.6,0,0,0,0,0,215/60R16,0.577309038,49,12.908,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,-90,23,-25,Not Applicable,5,4,320,123.509,111.553,14,135.46,50.765,620.98,168.99,180,375.555,34.444,2.982,2.2,6.6,4.594,59.999,0,13.52,3.517,9.52,165/80R14,0.801585893,48,11.956,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5,4,320,123.509,111.553,14,135.46,50.765,620.98,168.99,210,375.555,34.444,2.982,2.2,6.6,4.594,59.999,0,13.52,3.517,9.52,165/80R14,0.801585893,48,11.956,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5,4,320,123.509,111.553,14,135.46,50.765,620.98,168.99,240,375.555,34.444,2.982,2.2,6.6,4.594,59.999,0,13.52,3.517,9.52,165/80R14,0.801585893,48,11.956,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
2+0,87,26,-26,-87,7.5,7,787,186.353,174.307,16,120.84,41.392,643.2,235,230,411.708,31.423,3.001,1,9,7.991,57.823,23.318,17.09,0,6.97,135/70R12,0.514212766,52,12.046,29,16,16,29,29,1500,NA,NA,840,29,70
1+SL,90,25,-27,Not Applicable,7,6.5,500,158.821,146.876,16,131.13,84.52,661,227.997,180,425.463,32.582,2.535,3.5,6.8,7.476,0,0,15.31,0,5.528,215/60R16,0.575139147,52,11.945,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,158.821,146.876,16,131.13,84.52,661,227.997,210,425.463,32.582,2.535,3.5,6.8,7.476,0,0,15.31,0,5.528,215/60R16,0.575139147,52,11.945,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,158.821,146.876,16,131.13,84.52,661,227.997,230,425.463,32.582,2.535,3.5,6.8,7.476,0,0,15.31,0,5.528,215/60R16,0.575139147,52,11.945,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,27,-27,Not Applicable,8.5,8,680,190,178.406,18,124.71,69.758,705.6,251.199,250,432.377,36.572,2.155,2,6.7,6.648,52.275,0,14.2,0,9.238,225/55R18,0.496458983,54,11.594,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,55
2+0,90,25,-27,90,8,7,550,181.094,170.042,17,159.9,44.1,748.5,252.003,180,487.37,34.075,4.048,4.553,7.295,8.475,73.757,30.312,17.54,7.867,15.099,245/65R17,0.634516256,52,11.052,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,550,181.094,170.042,17,159.9,44.1,748.5,252.003,210,487.37,34.075,4.048,4.553,7.295,8.475,73.757,30.312,17.54,7.867,15.099,245/65R17,0.634516256,52,11.052,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,550,181.094,170.042,17,159.9,44.1,748.5,252.003,240,487.37,34.075,4.048,4.553,7.295,8.475,73.757,30.312,17.54,7.867,15.099,245/65R17,0.634516256,52,11.052,28,18,18,25,28,1000,NA,NA,1260,28,65
1+0,90,25,-25,Not Applicable,10,9.5,899.86,236.03604,224,19,110.14,25,701.2,289.19868,230,446.808,18.18,3.561,1,7.7,6.621,55,0,14.11,4.89,11.591,275/40R19,0.380845445,50,12.106,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
1+0,90,25,-25,Not Applicable,10,9.5,899.86,236.03604,224,19,110.14,25,701.2,289.19868,250,446.808,18.18,3.561,1,7.7,6.621,55,0,14.11,4.89,11.591,275/40R19,0.380845445,50,12.106,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
1+SL,90,24,-26,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,180,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,50,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,24,-26,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,210,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,50,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,24,-26,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,230,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,50,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+SL,90,24,-26,Not Applicable,7.6,6.5,800,179.8,167.945,16,116.63,30,632.96,226.991,240,394.006,33.859,3.379,2.497,7,6.979,0,0,14.46,4.539,11.288,205/55R16,0.513808918,50,11.855,28,22,22,20,Not Applicable,1000,2x0p3UT,2x0p3UT,840,Not Applicable,55
1+0,90,27,-27,Not Applicable,8.5,9.5,680,186,174,18,124.71,52.267,705.6,251.199,250,432.377,36.572,2.155,2,6.7,6.648,52.275,0,14.2,2.346,9.844,225/55R18,0.496458983,54,12,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,55
1+0,90,25,-23,Not Applicable,7,5.5,450,137.664,125.788,16,118.79,35.362,637,211.999,180,379.215,36.25,3.005,2.499,7,6.978,60,0,14.91,5.433,11.614,195/60R16,0.560332832,48,11.876,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,25,-23,Not Applicable,7,5.5,450,137.664,125.788,16,118.79,35.362,637,211.999,210,379.215,36.25,3.005,2.499,7,6.978,60,0,14.91,5.433,11.614,195/60R16,0.560332832,48,11.876,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,25,-23,Not Applicable,7,5.5,450,137.664,125.788,16,118.79,35.362,637,211.999,250,379.215,36.25,3.005,2.499,7,6.978,60,0,14.91,5.433,11.614,195/60R16,0.560332832,48,11.876,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,-25,23,Not Applicable,5,5,295,114.75,103.015,14,135.57,24,619.96,168.993,180,371.814,38.95,3.447,2.178,7.285,6.857,66.843,0,13.97,5.892,14.046,165/80R14,0.802222577,-48,11.735,29,18,18,29,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,80
1+0,90,-25,23,Not Applicable,5,5,295,114.75,103.015,14,135.57,24,619.96,168.993,200,371.814,38.95,3.447,2.178,7.285,6.857,66.843,0,13.97,5.892,14.046,165/80R14,0.802222577,-48,11.735,29,18,18,29,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,80
1+0,90,-25,23,Not Applicable,5,5,295,114.75,103.015,14,135.57,24,619.96,168.993,210,371.814,38.95,3.447,2.178,7.285,6.857,66.843,0,13.97,5.892,14.046,165/80R14,0.802222577,-48,11.735,29,18,18,29,Not Applicable,1500,2x0p3HT,2x0p3HT,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5.5,5,295,117.451,105.78,14,134.92,114.729,618.46,168.993,210,363.588,26.632,2.941,2.5,0.021,6.974,0,0,14.51,0,5.994,165/80R14,0.798376264,48,11.671,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,24,-24,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,48,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,26,-24,Not Applicable,5,4,275.02,121.52,109.52,12,104.16,43.356,507.98,168,180,303.785,23.298,3.609,1.5,9.496,7.974,46.658,0,16.38,0,7.051,155/65R12,0.62,50,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,26,-24,Not Applicable,5,4,275.02,121.52,109.52,12,104.16,43.356,507.98,168,210,303.785,23.298,3.609,1.5,9.496,7.974,46.658,0,16.38,0,7.051,155/65R12,0.62,50,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,65
1+0,90,23,-26,Not Applicable,5.5,5,400,131.904,120.476,14,101.32,29.7,551.9,179.944,210,331.6,30,1.011,2.113,6,6,49.038,0,12.93,6.152,13.054,165/60R14,0.563064064,49,11.428,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,180,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,210,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,220,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,250,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
1+SL,90,23,-25,Not Applicable,7,6.5,500,168.44,156.659,16,131.13,126.115,661,228,180,424.893,31.603,2.5,3,7.8,0,0,0,15.73,0,5.776,215/60R16,0.575131579,48,11.781,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,23,-25,Not Applicable,7,6.5,500,168.44,156.659,16,131.13,126.115,661,228,210,424.893,31.603,2.5,3,7.8,0,0,0,15.73,0,5.776,215/60R16,0.575131579,48,11.781,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,23,-25,Not Applicable,7,6.5,500,168.44,156.659,16,131.13,126.115,661,228,230,424.893,31.603,2.5,3,7.8,0,0,0,15.73,0,5.776,215/60R16,0.575131579,48,11.781,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
